label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,blank01,U13C15NGly-ctrl-1,U13C15NGly-ctrl-2,U13C15NGly-ctrl-3,U13C15NGly-itaco-1,U13C15NGly-itaco-2,U13C15NGly-itaco-3,U13C15NSer-ctrl-1,U13C15NSer-ctrl-2,U13C15NSer-ctrl-3,U13C15NSer-itaco-1,U13C15NSer-itaco-2,U13C15NSer-itaco-3
,0,243,13,171.006,13.58151,0.829368,C12 PARENT,sn-glycerol-3-phosphate,sn-glycerol-3-phosphate,C3H9O6P,0.02151394,2.052275,171.006,46464.22,112475.4,350872.2,303118.2,364293,408109.2,430256.8,320631.8,156029.6,234657.6,346175.9,344019.9,365801.3
,0,244,10,172.0095,13.60068,0.8486155,C13-label-1,sn-glycerol-3-phosphate,sn-glycerol-3-phosphate,C3H9O6P,0.04068184,1.508051,171.006,711.6384,609.0487,11774.11,5820.89,6821.197,12431.52,13019.64,10896.23,5241.365,8617.822,7782.251,6122.35,8653.193
,0,245,0,173.0126,13.56277,0.1165675,C13-label-2,sn-glycerol-3-phosphate,sn-glycerol-3-phosphate,C3H9O6P,0.002766609,2.99861,171.006,0,378.3361,0,0,0,0,0,0,0,0,0,0,0
,0,246,13,173.0087,13.54767,0.827401,C12 PARENT,Aconitic acid,Aconitic acid,C6H6O6,0.03767014,2.645893,173.0087,8457.898,327175,1469934,1626876,1019485,1137593,1293768,1281858,443298,1354961,1134709,919117.2,1429508
,0,247,10,174.0121,13.53738,0.836017,C13-label-1,Aconitic acid,Aconitic acid,C6H6O6,0.02737999,2.455261,173.0087,0,19039.62,99368.94,93085.48,67433.95,72338.48,75289.24,65944.63,21298.19,75373.02,69434.55,56998.52,78028.57
,0,248,1,175.0154,13.53606,0.8495005,C13-label-2,Aconitic acid,Aconitic acid,C6H6O6,0.0260582,2.964296,173.0087,0,0,0,2992.52,0,0,0,0,4475.732,18297.25,2926.222,0,4440.53
,0,249,13,173.0563,11.40607,0.8306612,C12 PARENT,N-Acetyl-L-asparagine,N-Acetyl-L-asparagine,C6H10N2O4,0.7660704,2.556993,173.0564,6625.648,23176.51,101426.5,99924.91,105352.4,95065.56,109803.9,84320.16,43667.81,69045.62,87486.6,59554.86,76741.99
,0,250,0,177.0585,11.49902,0.05055918,C13N15-label-2-2,N-Acetyl-L-asparagine,N-Acetyl-L-asparagine,C6H10N2O4,0.8590164,5.170789,173.0564,0,0,0,0,0,388.2113,0,0,0,0,0,0,0
,0,251,0,179.071,11.46783,0.04733383,C13N15-label-5-1,N-Acetyl-L-asparagine,N-Acetyl-L-asparagine,C6H10N2O4,0.8278341,2.556331,173.0564,0,0,0,0,0,0,0,0,0,0,6956.953,0,0
,0,252,2,174.0597,11.45595,0.7539141,C13-label-1,N-Acetyl-L-asparagine,N-Acetyl-L-asparagine,C6H10N2O4,0.8159513,2.542253,173.0564,0,404.5327,3853.288,1768.088,5378.539,5426.223,6031.158,3364.405,1433.83,2032.033,3383.512,1964.478,3524.153
,0,253,0,176.0669,11.46203,0.05493091,C13-label-3,N-Acetyl-L-asparagine,N-Acetyl-L-asparagine,C6H10N2O4,0.8220253,0.5199885,173.0564,0,0,0,0,417.693,0,412.8022,0,0,0,0,0,0
,0,254,0,174.0535,11.43225,0.1179076,N15-label-1,N-Acetyl-L-asparagine,N-Acetyl-L-asparagine,C6H10N2O4,0.7922506,1.665674,173.0564,0,0,0,0,0,0,0,453.0638,0,363.563,0,0,0
,0,255,13,173.104,17.19603,0.828517,C12 PARENT,arginine,arginine,C6H14N4O2,0.6739731,2.379993,173.104,3580.419,2951318,8429760,5062022,6146428,5711520,3901955,9500027,2678358,7919600,4165124,3500575,5778820
,0,256,5,175.1043,17.21512,0.8461022,C13N15-label-1-1,arginine,arginine,C6H14N4O2,0.6548805,2.614227,173.104,0,1827.734,7964.301,3215.303,3314.023,4067.025,1477.485,5622.728,0,8218.649,664.4466,1798.833,6513.279
,0,257,0,178.095,17.19308,0.0613151,C13N15-label-1-4,arginine,arginine,C6H14N4O2,0.6769161,5.054965,173.104,0,0,0,0,0,0,0,0,947.752,2048.425,0,0,0
,0,258,0,176.1075,17.28617,0.08157359,C13N15-label-2-1,arginine,arginine,C6H14N4O2,0.5838318,3.72571,173.104,0,489.249,0,0,0,0,0,0,0,0,0,0,0
,0,259,0,180.1027,17.20222,0.05217448,C13N15-label-3-4,arginine,arginine,C6H14N4O2,0.6677761,0.4236138,173.104,0,0,0,0,656.4351,0,0,1052.517,748.9999,0,0,0,0
,0,260,12,174.1073,17.19061,0.8525099,C13-label-1,arginine,arginine,C6H14N4O2,0.67939,2.629197,173.104,0,204086.2,555160.1,322818.8,398864.4,389529.9,250992,614825.1,181184.7,536052.2,223156.4,231397,380634.4
,0,261,11,175.1106,17.20107,0.8445116,C13-label-2,arginine,arginine,C6H14N4O2,0.6689301,3.049821,173.104,0,3506.889,12650.02,9751.063,8920.812,6844.293,3531.27,12260.97,2671.929,15709.46,5449.347,4994.648,9592.215
,0,262,12,174.101,17.19061,0.8517303,N15-label-1,arginine,arginine,C6H14N4O2,0.679388,2.366364,173.104,0,38125.52,118610.5,67372.66,77327.27,77658.12,49131.47,139177.2,39544.25,112522,47371.36,47647.47,83091.54
,0,263,0,177.0917,17.19613,0.06476315,N15-label-4,arginine,arginine,C6H14N4O2,0.673872,4.825117,173.104,22849.25,20503.66,28230.9,25951.64,28200.81,27250.48,28026.67,27681.27,27456.38,25161.23,16439.36,23011.97,24965.88
,0,264,12,174.0403,13.12869,0.8528858,C12 PARENT,N-Acetylaspartic acid,N-Acetylaspartic acid,C6H9NO5,0.8386946,2.630209,174.0403,15375.12,89448.53,390912.8,418690.3,245861.2,245860.6,318448.6,311131,163558.2,336972.1,300347.2,208252.2,286402.5
,0,265,0,177.0449,13.22108,0.1553223,C13N15-label-2-1,N-Acetylaspartic acid,N-Acetylaspartic acid,C6H9NO5,0.9310846,2.068468,174.0403,0,0,0,0,0,0,0,0,0,1125.809,0,0,0
,0,266,1,175.0437,13.13084,0.843356,C13-label-1,N-Acetylaspartic acid,N-Acetylaspartic acid,C6H9NO5,0.8408365,2.440791,174.0403,0,4701.735,21449.08,17555.81,15644.47,12168.12,18699.81,16531.99,7817.32,19014.02,14850.28,13428.89,16694.55
,0,267,1,175.0374,13.13457,0.8499315,N15-label-1,N-Acetylaspartic acid,N-Acetylaspartic acid,C6H9NO5,0.8445673,2.179356,174.0403,0,0,669.5854,0,0,0,0,761.8386,10177.8,16561.65,6469.005,2245.375,2798.175
,0,268,11,175.0355,13.38897,0.8525567,C12 PARENT,Ureidosuccinic acid (carbamoylAspartate),Ureidosuccinic acid (carbamoylAspartate),C5H8N2O5,0.09102821,3.051129,175.0355,565.4708,25942.54,151522.4,132401.5,120397,136272.8,63894.62,109567.8,46325.39,88155.66,139458.5,108457.8,74224.67
,0,269,0,176.0388,13.38787,0.05267536,C13-label-1,Ureidosuccinic acid (carbamoylAspartate),Ureidosuccinic acid (carbamoylAspartate),C5H8N2O5,0.09213257,3.553809,175.0355,0,0,1464.498,0,0,0,0,0,0,0,0,0,0
,0,270,0,176.0325,13.35191,0.1310059,N15-label-1,Ureidosuccinic acid (carbamoylAspartate),Ureidosuccinic acid (carbamoylAspartate),C5H8N2O5,0.128087,3.033848,175.0355,0,0,0,0,0,0,0,0,4748.904,0,5336.458,2908.64,0
,0,271,12,179.0557,13.81159,0.8310248,C12 PARENT,myo-inositol,myo-inositol,C6H12O6,0.04841423,2.47132,179.0557,36864.12,1109214,2263663,2123022,2401763,2156775,2098437,2789830,938814.3,2425018,2026337,1551522,2194953
,0,272,12,180.0591,13.79557,0.8491907,C13-label-1,myo-inositol,myo-inositol,C6H12O6,0.06443119,2.20332,179.0557,1647.448,62192.82,135010.4,135008.3,135843.4,134080.8,140901,177170,69623.05,142982.5,108129.9,92521.41,133559.4
,0,273,0,181.0619,13.84338,0.05368911,C13-label-2,myo-inositol,myo-inositol,C6H12O6,0.0166235,5.309227,179.0557,0,0,2643.725,0,0,0,0,0,0,0,4085.823,0,0
,0,274,12,179.0557,11.89157,0.8409892,C12 PARENT,Glucose,Glucose,C6H12O6,0.141573,2.300884,179.0557,31741.41,8086402,1.49E+07,6830244,1.14E+07,1.08E+07,3921619,2.04E+07,3047587,1.57E+07,3652824,5192696,1.14E+07
,0,275,12,180.0591,11.88185,0.8424026,C13-label-1,Glucose,Glucose,C6H12O6,0.1318502,2.033833,179.0557,1375.449,553531.9,1017137,477172.7,726961.5,722260.8,274437.6,1354792,195441.9,1052331,249826.5,340481,775116.2
,0,276,10,181.0621,11.85993,0.8429296,C13-label-2,Glucose,Glucose,C6H12O6,0.1099329,3.876579,179.0557,0,12609.87,16030.91,7595.496,13864.84,16551.25,0,30170.67,3877.508,23956.1,6641.235,8911.931,20112.5
,0,277,12,180.0662,10.84899,0.8081869,C12 PARENT,tyrosine,tyrosine,C9H11NO3,0.1189928,2.372711,180.0662,31259.1,1242993,2856373,2277103,2623130,2291350,1965668,2963367,1094088,2850555,2217452,1623150,2508998
,0,278,0,182.0679,10.98705,0.09588262,C13N15-label-1-1,tyrosine,tyrosine,C9H11NO3,0.2570515,5.112328,180.0662,0,0,0,0,0,0,0,0,0,0,0,1175.156,0
,0,279,11,181.0696,10.87029,0.8207879,C13-label-1,tyrosine,tyrosine,C9H11NO3,0.1402903,2.106753,180.0662,0,103413.4,283782.3,212086.5,259248.1,216454.7,191486.2,298162.7,103703,285397.2,205443.6,139473.2,250534.7
,0,280,2,182.0727,10.92536,0.8077219,C13-label-2,tyrosine,tyrosine,C9H11NO3,0.1953602,3.184618,180.0662,0,0,0,0,0,0,0,0,1960.456,0,7221.996,0,0
,0,281,8,181.0633,10.87828,0.8431681,N15-label-1,tyrosine,tyrosine,C9H11NO3,0.1482782,2.106827,180.0662,0,0,4537.502,5783.81,5168.341,9053.23,5180.84,10503.01,0,8969.326,2671.806,3103.676,5346.969
,0,282,12,182.0583,14.32837,0.853044,C12 PARENT,Phosphorylcholine,Phosphorylcholine,C5H14NO4P,0.02836895,2.514373,182.0583,0,47906.75,159836.2,192492,122352.3,99294.48,111425.6,167046.9,90287.35,181691.6,143412.2,73185.6,99687.68
,0,283,0,188.0713,14.31165,0.0843673,C13N15-label-5-1,Phosphorylcholine,Phosphorylcholine,C5H14NO4P,0.01165009,6.977391,182.0583,0,0,0,0,0,0,0,901.3337,0,0,0,0,0
,0,284,4,183.0616,14.36043,0.8355925,C13-label-1,Phosphorylcholine,Phosphorylcholine,C5H14NO4P,0.06043148,2.667298,182.0583,0,756.7432,5525.174,6522.801,6412.86,0,2825.683,8570.962,0,0,0,0,0
,0,285,0,184.0651,14.43588,0.074701,C13-label-2,Phosphorylcholine,Phosphorylcholine,C5H14NO4P,0.1358843,2.072468,182.0583,0,0,0,0,657.539,0,0,0,0,0,0,0,0
,0,286,10,184.0012,13.86088,0.8497338,C12 PARENT,Phosphoserine,Phosphoserine,C3H8NO6P,0.05088234,2.653679,184.0012,0,62832.28,235885.2,347756.3,45391.83,33621.54,45441.33,268736.2,21232.24,48893.97,9964.137,4547.982,8025.583
,0,287,0,186.0016,13.87338,0.1486172,C13N15-label-1-1,Phosphoserine,Phosphoserine,C3H8NO6P,0.06338406,2.461068,184.0012,0,1037.565,0,0,0,0,0,0,0,0,0,0,0
,0,288,4,187.005,13.85724,0.8373441,C13N15-label-2-1,Phosphoserine,Phosphoserine,C3H8NO6P,0.0472393,2.121482,184.0012,0,3872.619,23544.52,29671.61,4213.269,1962.357,0,22402.15,3188.327,12886.58,0,0,0
,0,289,3,188.0083,13.88334,0.8561898,C13N15-label-3-1,Phosphoserine,Phosphoserine,C3H8NO6P,0.07333851,2.11016,184.0012,0,0,0,0,0,0,0,0,283313.2,770842.5,248011.5,0,0
,0,290,1,185.0045,13.83827,0.7981028,C13-label-1,Phosphoserine,Phosphoserine,C3H8NO6P,0.02827072,2.639287,184.0012,0,882.9577,3332.567,7742.627,0,0,0,2691.752,1811.791,6499.48,1272.455,0,0
,0,291,2,187.0114,13.8914,0.8102433,C13-label-3,Phosphoserine,Phosphoserine,C3H8NO6P,0.08139992,1.958225,184.0012,0,0,0,0,0,0,0,0,6400.912,16477.45,3519.295,0,0
,0,292,2,184.9982,13.91552,0.8293133,N15-label-1,Phosphoserine,Phosphoserine,C3H8NO6P,0.1055164,2.391935,184.0012,0,0,0,2887.422,0,0,0,0,8073.418,21233.54,0,0,0
,0,293,13,191.0194,13.85631,0.8167087,C12 PARENT,citrate/isocitrate,citrate/isocitrate,C6H8O7,0.1236877,1.837256,191.0194,81975.85,3152901,1.53E+07,1.85E+07,1.02E+07,1.25E+07,1.43E+07,8048892,5778698,1.45E+07,1.12E+07,1.03E+07,1.39E+07
,0,294,12,192.0227,13.84841,0.8420483,C13-label-1,citrate/isocitrate,citrate/isocitrate,C6H8O7,0.1315899,1.907119,191.0194,5854.276,216422.2,1068011,1298612,706925.6,850558,1009190,576946,419135.8,1069549,794540.5,721482.8,991368
,0,295,12,193.0259,13.83444,0.8236668,C13-label-2,citrate/isocitrate,citrate/isocitrate,C6H8O7,0.1455584,2.924859,191.0194,0,11534.68,38874.07,38674.84,28171.17,23160.42,29151.71,34063.35,86801.09,195850.2,75092.32,49892.2,61505.12
,0,296,0,194.0293,13.8472,0.4814353,C13-label-3,citrate/isocitrate,citrate/isocitrate,C6H8O7,0.1328001,2.280603,191.0194,0,989.9412,3078.719,0,1840.741,3024.669,1828.156,4076.086,6485.109,18154.98,1609.398,5973.42,6539.867
,0,297,11,195.0332,13.92807,0.8309793,C13-label-4,citrate/isocitrate,citrate/isocitrate,C6H8O7,0.05192947,0.3911845,191.0194,0,17111.01,557340.9,173700.2,349043.2,324940.7,339574.7,202731.4,70555,273794.4,352619.2,355960.8,301682.2
,0,298,0,196.0359,13.84372,0.1345064,C13-label-5,citrate/isocitrate,citrate/isocitrate,C6H8O7,0.1362829,2.957786,191.0194,0,1885.369,0,1196.695,0,0,0,1444.82,1857.767,1207.437,3657.673,1839.77,2172.239
,0,299,8,197.0393,13.81754,0.849569,C13-label-6,citrate/isocitrate,citrate/isocitrate,C6H8O7,0.1624632,2.710404,191.0194,0,17095.59,17865.34,31853.38,31517.32,26971.02,35448.78,12755.15,18149.67,24360.46,20396.26,19842.56,26909.65
,0,300,12,199.0009,13.1899,0.8453846,C12 PARENT,D-erythrose-4-phosphate,D-erythrose-4-phosphate,C4H9O7P,0.570096,2.223628,199.0008,465.0033,33339.43,83343.27,65469.83,52693.35,85452.79,31557.88,86704.88,42126.64,51674.16,71666.38,37221.84,99486.93
,0,301,0,200.0043,13.23868,0.159563,C13-label-1,D-erythrose-4-phosphate,D-erythrose-4-phosphate,C4H9O7P,0.5213165,2.059888,199.0008,0,0,0,0,0,0,0,1369.685,0,0,0,0,0
,0,302,12,203.0822,8.523197,0.8277715,C12 PARENT,tryptophan,tryptophan,C11H12N2O2,0.07680321,1.953533,203.0822,388.9896,550644.1,1255382,1021038,1144572,1001755,880072.4,1395410,547862.2,1344374,954487.5,703230.2,1120218
,0,303,0,205.0825,8.499223,0.05482988,C13N15-label-1-1,tryptophan,tryptophan,C11H12N2O2,0.1007776,2.529702,203.0822,0,0,0,0,0,707.4483,0,0,0,561.728,0,0,693.6638
,0,304,0,206.0812,8.4715,0.07081152,C13N15-label-1-2,tryptophan,tryptophan,C11H12N2O2,0.1285,5.775356,203.0822,0,0,0,482.2831,0,0,0,0,0,0,0,0,0
,0,305,0,211.0972,8.463333,0.09215769,C13N15-label-6-2,tryptophan,tryptophan,C11H12N2O2,0.1366673,1.807084,203.0822,0,0,0,0,0,0,0,0,0,8851.164,0,0,0
,0,306,0,212.1006,8.623951,0.05583497,C13N15-label-7-2,tryptophan,tryptophan,C11H12N2O2,0.02395058,1.870477,203.0822,0,0,0,0,0,0,490.7066,0,0,0,0,0,0
,0,307,12,204.0854,8.533008,0.8521682,C13-label-1,tryptophan,tryptophan,C11H12N2O2,0.06699276,2.76636,203.0822,0,56478.16,139428.1,110706.9,126595.4,128790.6,100201.9,147760,59048.52,163648.5,103968.5,72100.12,126128.8
,0,308,9,205.0887,8.537049,0.8452037,C13-label-2,tryptophan,tryptophan,C11H12N2O2,0.06295109,2.827227,203.0822,0,2330.034,5112.916,4086.022,4223.183,4004.456,4644.851,7534.93,777.8774,8246.63,5055.377,2945.806,6764.846
,0,309,0,207.0956,8.51115,0.1236684,C13-label-4,tryptophan,tryptophan,C11H12N2O2,0.08885002,1.989354,203.0822,0,0,0,0,488.3752,0,0,0,0,0,0,0,0
,0,310,0,213.1157,8.539534,0.1234937,C13-label-10,tryptophan,tryptophan,C11H12N2O2,0.06046677,2.147954,203.0822,0,0,0,0,0,0,0,0,485.4417,0,0,0,0
,0,311,11,204.0792,8.541746,0.8452528,N15-label-1,tryptophan,tryptophan,C11H12N2O2,0.05825424,2.317833,203.0822,0,2800.388,5516.574,3171.756,7367.935,6144.379,4754.603,6108.5,2106.575,4729.055,2451.539,3753.9,5098.404
,0,312,13,210.0281,13.60209,0.8502566,C12 PARENT,Creatine phosphate ,Creatine phosphate ,C4H10N3O5P,0.0520916,2.252182,210.0281,11920.06,44597.51,159765.6,157388.7,192534.3,186206.5,195245,126429.6,97035.09,135329.9,213448.9,171379.8,187051.1
,0,313,0,215.0278,13.51741,0.1512547,C13N15-label-2-3,Creatine phosphate ,Creatine phosphate ,C4H10N3O5P,0.03259182,6.741429,210.0281,0,0,1112.094,0,0,0,0,0,0,0,1723.08,0,0
,0,314,0,214.0355,13.61848,0.06508612,C13N15-label-3-1,Creatine phosphate ,Creatine phosphate ,C4H10N3O5P,0.06848431,0.7841997,210.0281,603.9125,0,0,0,0,0,0,0,0,0,0,0,0
,0,315,0,215.0323,13.67277,0.386438,C13N15-label-3-2,Creatine phosphate ,Creatine phosphate ,C4H10N3O5P,0.1227674,1.844969,210.0281,0,0,0,0,0,0,0,0,0,0,18722.67,0,0
,0,316,0,217.0344,13.6716,0.07166738,C13N15-label-4-3,Creatine phosphate ,Creatine phosphate ,C4H10N3O5P,0.1216011,6.327566,210.0281,604.6208,0,0,0,0,0,0,0,0,0,0,0,0
,0,317,1,211.0316,13.60113,0.8152598,C13-label-1,Creatine phosphate ,Creatine phosphate ,C4H10N3O5P,0.05113029,1.373807,210.0281,0,1376.524,3374.603,2633.682,7847.963,8766.755,4188.257,1553.163,1453.558,1670.648,4566.947,5484.46,5637.859
,0,318,0,213.0401,13.5782,0.08733395,C13-label-3,Creatine phosphate ,Creatine phosphate ,C4H10N3O5P,0.0282011,7.019204,210.0281,0,0,0,0,0,0,0,1110.125,0,0,0,0,0
,0,319,0,211.0251,13.59895,0.1121162,N15-label-1,Creatine phosphate ,Creatine phosphate ,C4H10N3O5P,0.04894733,2.458464,210.0281,0,0,0,0,0,878.1068,1113.414,0,0,0,895.0724,812.3957,1815.069
,0,320,12,218.103,8.353109,0.8388475,C12 PARENT,pantothenate,pantothenate,C9H17NO5,0.0631094,1.958915,218.103,1576.089,328314.2,1060506,1287388,1442724,1361731,1517723,1272339,444833.5,1207368,1620535,1153557,1657343
,0,321,12,219.1062,8.35296,0.844802,C13-label-1,pantothenate,pantothenate,C9H17NO5,0.06295967,2.437431,218.103,0,29699.97,93688.84,118933.3,142727.5,119774.1,142150,113629.9,39945.38,107217,148320.7,104174.7,152206.8
,0,322,7,220.1096,8.330026,0.8416793,C13-label-2,pantothenate,pantothenate,C9H17NO5,0.04002571,2.21835,218.103,0,0,3313.931,4290.35,4596.331,5415.92,4353.625,3049.934,0,3978.283,3932.248,1726.833,2312.712
,0,323,3,219.1,8.335404,0.8153303,N15-label-1,pantothenate,pantothenate,C9H17NO5,0.04540443,1.880358,218.103,0,0,1651.427,2755.801,2767.855,3948.039,3739.783,1046.618,0,1278.603,4135.586,3703.285,5180.843
,0,324,13,227.2012,2.326397,0.8208851,C12 PARENT,Myristic acid,Myristic acid,C14H28O2,0.09360266,1.813311,227.2012,1117347,1527443,2941508,3518486,1856780,2901660,3797618,3693975,2854540,3069261,1794180,2309550,3048844
,0,325,13,228.2044,2.326397,0.8274194,C13-label-1,Myristic acid,Myristic acid,C14H28O2,0.09360266,2.540847,227.2012,162252.4,208058.6,406277.4,499013.5,247239.3,432679,550629.8,575815.8,430306,415561.3,269029.8,354001.8,435545
,0,326,0,229.2078,2.330009,0.3461728,C13-label-2,Myristic acid,Myristic acid,C14H28O2,0.08999085,2.330009,227.2012,7196.25,10944.24,15561.75,19707.56,8858.132,28960.03,38056.57,30622.22,37527.48,69714.01,10634.83,17717.85,29628.22
,0,327,0,230.2113,2.317617,0.1937869,C13-label-3,Myristic acid,Myristic acid,C14H28O2,0.1023831,1.988446,227.2012,0,0,0,0,0,0,0,0,0,2845.931,0,0,0
,0,328,12,229.0113,13.71861,0.8471069,C12 PARENT,ribose-phosphate,ribose-phosphate,C5H11O8P,0.04860592,2.398637,229.0114,4385.555,63599.14,247854.5,132491.5,143440.7,160747.6,117753.7,193999,91715.31,145868.3,71819.95,156011.1,124829.2
,0,329,6,230.0147,13.70294,0.8477614,C13-label-1,ribose-phosphate,ribose-phosphate,C5H11O8P,0.032938,2.255498,229.0114,0,689.8021,11887.03,3629.824,3303.566,6028.617,3571.297,11080.43,4415.185,6839.449,1246.796,6571.654,6025.819
,0,330,0,231.0181,13.75695,0.08764073,C13-label-2,ribose-phosphate,ribose-phosphate,C5H11O8P,0.0869503,1.915451,229.0114,0,0,0,0,792.6482,0,0,0,0,0,0,0,0
,0,331,0,232.0219,13.74366,0.143057,C13-label-3,ribose-phosphate,ribose-phosphate,C5H11O8P,0.07365799,0,229.0114,0,0,0,891.3686,0,0,0,0,0,698.6929,0,0,0
,0,332,0,233.0261,13.7077,0.1345568,C13-label-4,ribose-phosphate,ribose-phosphate,C5H11O8P,0.03770065,3.274063,229.0114,0,0,0,0,0,0,0,0,695.1218,0,0,0,0
,0,333,13,241.2169,2.302574,0.8261589,C12 PARENT,C15:0,C15:0,C15H30O2,0.2174256,1.834466,241.2169,368347.5,649848.8,941838.2,1135035,703674.5,1414276,1957796,1652324,1446814,941773.2,580897.1,810934.7,1137093
,0,334,13,242.2202,2.302574,0.8491277,C13-label-1,C15:0,C15:0,C15H30O2,0.2174256,1.700876,241.2169,52055.97,96713.69,148464.9,150817.3,99647.25,217964.7,257905.7,232618.9,211366.6,137517.6,94232.78,125239.8,167908.9
,0,335,0,243.2237,2.30041,0.199303,C13-label-2,C15:0,C15:0,C15H30O2,0.2195899,1.191975,241.2169,0,3691.626,3641.904,1510.892,2776.521,5524.126,19487.32,6882.463,4637.506,1940.91,0,0,3190.419
,0,336,3,242.0779,9.062188,0.615638,C12 PARENT,cytidine,cytidine,C9H13N3O5,0.04781151,1.512779,242.0779,428.7924,10680.68,25104.06,22373.16,10409.37,16220.7,8187.375,29079.05,12547.99,25161.61,6673.278,7237.812,13138.84
,0,337,0,245.0757,9.165701,0.079009,C13N15-label-1-2,cytidine,cytidine,C9H13N3O5,0.05570126,0.06226154,242.0779,0,0,0,0,0,0,1462.666,0,0,0,0,0,0
,0,338,0,246.073,10.00498,0.09456667,C13N15-label-1-3,cytidine,cytidine,C9H13N3O5,0.8949842,1.364204,242.0779,1105.407,0,0,0,0,0,0,0,0,0,0,0,0
,0,339,0,249.0968,9.010028,0.05545114,C13N15-label-6-1,cytidine,cytidine,C9H13N3O5,0.09997177,5.390599,242.0779,711.7095,0,462.6333,0,886.5334,0,0,0,0,0,0,0,0
,0,340,0,250.0935,9.002684,0.06198711,C13N15-label-6-2,cytidine,cytidine,C9H13N3O5,0.107316,4.270882,242.0779,0,0,0,0,0,0,0,0,0,0,667.7888,775.7978,0
,0,341,0,252.0913,9.061,0.1231435,C13N15-label-7-3,cytidine,cytidine,C9H13N3O5,0.04899979,6.234431,242.0779,0,479.5966,0,0,0,0,0,0,0,0,0,0,0
,0,342,0,247.0962,8.981934,0.05186989,C13-label-5,cytidine,cytidine,C9H13N3O5,0.1280661,4.631454,242.0779,0,0,0,0,0,0,0,0,0,0,0,0,515.7214
,0,343,12,243.0616,6.401798,0.8501223,C12 PARENT,uridine,uridine,C9H12N2O6,1.028202,2.573869,243.0616,810.1252,42536.42,107520.9,61483.82,50081.16,57184.39,71439.52,103744.9,50125.59,88823.28,17466.22,29304.92,56401.46
,0,344,0,247.071,6.396461,0.08976239,C13N15-label-3-1,uridine,uridine,C9H12N2O6,1.033538,6.731745,243.0616,0,0,0,0,603.8322,0,0,0,0,0,0,659.5726,770.9815
,0,345,0,248.0744,6.418034,0.1273848,C13N15-label-4-1,uridine,uridine,C9H12N2O6,1.011966,6.827537,243.0616,0,0,0,0,0,0,0,0,0,0,0,0,553.5808
,0,346,0,249.0771,6.393351,0.05570932,C13N15-label-5-1,uridine,uridine,C9H12N2O6,1.036649,4.227048,243.0616,0,0,0,0,0,0,0,0,0,0,897.8282,0,1750.092
,0,347,0,250.0797,6.351034,0.1035851,C13N15-label-6-1,uridine,uridine,C9H12N2O6,1.078966,1.098284,243.0616,0,0,0,569.366,0,0,0,0,0,0,0,0,0
,0,348,9,244.0647,6.337625,0.8229582,C13-label-1,uridine,uridine,C9H12N2O6,1.092375,3.688633,243.0616,0,2462.19,10201.16,4621.888,6900.826,4456.246,7236.173,4693.355,4018.589,7741.469,0,1248.575,6691.066
,0,349,0,248.0795,6.381591,0.1237228,C13-label-5,uridine,uridine,C9H12N2O6,1.048409,1.845233,243.0616,0,0,20963.79,19834.85,20899.98,24625.29,23711.59,23822.37,25554.25,18165.98,16922.63,19123.24,21698.35
,0,350,0,249.0827,6.293261,0.06797352,C13-label-6,uridine,uridine,C9H12N2O6,1.136739,1.2252,243.0616,0,592.5047,0,0,1270.091,0,0,0,0,0,955.1088,0,0
,0,351,0,244.0585,6.353067,0.06078042,N15-label-1,uridine,uridine,C9H12N2O6,1.076933,3.06352,243.0616,0,0,0,0,0,0,0,0,1496.259,693.4857,0,0,682.5916
,0,352,12,253.2169,2.290826,0.8239504,C12 PARENT,C16:1(Palmitoleic acid),C16:1(Palmitoleic acid),C16H30O2,0.2091742,1.566751,253.2169,97500.44,842211,1890968,1613643,943238.2,1179253,2717678,2321865,2414004,1621470,910496.2,1174891,1223459
,0,353,12,254.2202,2.286978,0.8542244,C13-label-1,C16:1(Palmitoleic acid),C16:1(Palmitoleic acid),C16H30O2,0.213022,1.680611,253.2169,15239.25,128773.6,327527.5,258285.3,151486.3,167561.8,472437.2,367810.7,415071.9,233029,148814,173056.8,221160
,0,354,11,256.0952,13.49566,0.8526885,C12 PARENT,Glycerophosphocholine,Glycerophosphocholine,C8H20NO6P,0.1856546,1.429978,256.095,686.5244,24718.88,83363.2,62156.27,44528.24,46096.32,42263.22,61049.82,36541.71,47841.39,35460.82,27362.3,31234.43
,0,355,0,260.1031,13.56277,0.05826097,C13N15-label-3-1,Glycerophosphocholine,Glycerophosphocholine,C8H20NO6P,0.2527666,1.877264,256.095,0,546.4852,0,0,0,0,0,0,0,0,0,0,0
,0,356,0,263.113,13.61026,0.1199416,C13N15-label-6-1,Glycerophosphocholine,Glycerophosphocholine,C8H20NO6P,0.3002625,0.9278936,256.095,0,0,0,12293.56,9541.261,0,0,0,0,0,8803.603,9595.087,0
,0,357,0,264.1165,13.52177,0.1074187,C13N15-label-7-1,Glycerophosphocholine,Glycerophosphocholine,C8H20NO6P,0.2117672,1.502099,256.095,0,0,0,2263.85,0,0,0,0,0,0,0,0,0
